episode_id,run_group,scenario_family,split,ground_truth_path,prediction_path,ground_truth_sha256,prediction_sha256
20260714_235939_front_fusion_ego_593,val_noae_ego,validation_ego,train,staleness/metrics_logs/scenesense_runs/20260714_235939_front_fusion_ego_593/streams/fusion_ego_593_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260714_235939_front_fusion_ego_593/streams/fusion_ego_593_object_predictions.csv,57d584bd8ac63e1d692bfe51a5dfa07eabc43c4e25ff37abedcd97844989a54e,7a653682ebbf65c819a08db0dda3d88146593f989f78d4522cff7568a2034e81
20260715_000445_front_fusion_ego_664,val_noae_ego2,validation_ego,train,staleness/metrics_logs/scenesense_runs/20260715_000445_front_fusion_ego_664/streams/fusion_ego_664_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_000445_front_fusion_ego_664/streams/fusion_ego_664_object_predictions.csv,0fae17bfc0d82ecea850131d34c250906651244a10450044bf321edbb4627b25,716786aeab11ffd30febdc5ff3b43f6974ae93ff041e44fe3a8669834cd750e9
20260715_001455_front_fusion_ego_786,val_noae_ego2,validation_ego,train,staleness/metrics_logs/scenesense_runs/20260715_001455_front_fusion_ego_786/streams/fusion_ego_786_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_001455_front_fusion_ego_786/streams/fusion_ego_786_object_predictions.csv,5385ad7a848280bdfd3941da3a67763e874a0c06d7b9a94236b6fb98b715409a,d8ece4ad5b7ebb23e41b79ddc848061a0bb9bccd55330ddc6b2b37cd64ee7ad3
20260715_002708_front_fusion_ego_888,val_ae32_ego,validation_ego,train,staleness/metrics_logs/scenesense_runs/20260715_002708_front_fusion_ego_888/streams/fusion_ego_888_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_002708_front_fusion_ego_888/streams/fusion_ego_888_object_predictions.csv,28b9e07db935b03f3bd76e09a6a2a974786fe2f21ec50e69ba6000b743662427,47df2d8c156e638d4805b9034b5a5af8c4d0151894e735a4397c643446ca62be
20260715_002826_front_fusion_ego_990,val_ae64_ego,validation_ego,train,staleness/metrics_logs/scenesense_runs/20260715_002826_front_fusion_ego_990/streams/fusion_ego_990_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_002826_front_fusion_ego_990/streams/fusion_ego_990_object_predictions.csv,46a74ef15fdffadc41950be4335d58d021543addfbf1a1eda51271a6f02d22a7,9fd016bc1218662b1f32a5440d8c9ac5b44d3b3409e48917d7a7c82b6ede3bfe
20260715_002946_front_fusion_ego_1092,val_ae128_ego,validation_ego,train,staleness/metrics_logs/scenesense_runs/20260715_002946_front_fusion_ego_1092/streams/fusion_ego_1092_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_002946_front_fusion_ego_1092/streams/fusion_ego_1092_object_predictions.csv,f2ddca3c100b08088930e9a704747d16afb29108ca6e3cc4d1956f64030fe50d,d609eef37533219b38ec4d639f40ec563e0fab2bd66b90724434545a62e9daa4
20260715_162558_front_fusion_ego_1194,parked_val_noae,parked_validation,validation,staleness/metrics_logs/scenesense_runs/20260715_162558_front_fusion_ego_1194/streams/fusion_ego_1194_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_162558_front_fusion_ego_1194/streams/fusion_ego_1194_object_predictions.csv,7c107efdba70f769fe26e1cce53b5c9d5bb51375cca0c355cf79eec0bcddbd4b,e092cf78b85666f277928333cdb78ec63ccd19db2edcfbff3c471d977d99c9e4
20260715_163320_front_fusion_ego_1307,parked_val_noae2,parked_validation,validation,staleness/metrics_logs/scenesense_runs/20260715_163320_front_fusion_ego_1307/streams/fusion_ego_1307_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_163320_front_fusion_ego_1307/streams/fusion_ego_1307_object_predictions.csv,52aed34e76f80b797929a213adfb561b18090cbf2803c7dc2c0360161e34efef,4d42a23e6316b17c02541e11c933224a9e0cbf9c182847da252d9adb5de3bd33
20260715_213213_front_fusion_ego_1429,convoy_test_8ms,convoy_test_8ms,test,staleness/metrics_logs/scenesense_runs/20260715_213213_front_fusion_ego_1429/streams/fusion_ego_1429_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_213213_front_fusion_ego_1429/streams/fusion_ego_1429_object_predictions.csv,9d62e882b8f60fa9c68a8313b0c9f22f45b8dbaf4f000e6d50e47a3ff2dbc0c0,cae730c4db9f49b2b0d65c52a3064a9f4dcdef8b87ac02f59f419899671e4a30
20260715_214558_front_fusion_ego_1433,oppwin_fast_test,oppwin_fast_test,test,staleness/metrics_logs/scenesense_runs/20260715_214558_front_fusion_ego_1433/streams/fusion_ego_1433_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_214558_front_fusion_ego_1433/streams/fusion_ego_1433_object_predictions.csv,a368c0072a3a86f194cf702d0a65baf721158cc64569ebece64a21a84f2d69fe,c02964d93cf0dee4ae9fb3bb74d82649984b3d8729e88683f31dda128841c1aa
20260715_214837_front_fusion_ego_1533,speedsweep_slow,speedsweep,validation,staleness/metrics_logs/scenesense_runs/20260715_214837_front_fusion_ego_1533/streams/fusion_ego_1533_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_214837_front_fusion_ego_1533/streams/fusion_ego_1533_object_predictions.csv,df6fe1f4758e1f7f3f477d063d133faea4f723aed40a3228ed88cddf53f8d875,461fb29c8055e287bec0f67abc99b48e5ea60c18c8f775cc950e3626453537b2
20260715_214958_front_fusion_ego_1643,speedsweep_normal,speedsweep,validation,staleness/metrics_logs/scenesense_runs/20260715_214958_front_fusion_ego_1643/streams/fusion_ego_1643_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_214958_front_fusion_ego_1643/streams/fusion_ego_1643_object_predictions.csv,beea2f15ff7b4b25fbf96ad8741e2cea752ebdf9b0f38106372158a2ea591967,f93c8e4e0fe2c1a1fc5adb0476cf043aef4048e5194ccf5c277f3690003c9784
20260715_215117_front_fusion_ego_1753,speedsweep_fast,speedsweep,validation,staleness/metrics_logs/scenesense_runs/20260715_215117_front_fusion_ego_1753/streams/fusion_ego_1753_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_215117_front_fusion_ego_1753/streams/fusion_ego_1753_object_predictions.csv,1150d3bc3daec3a7bfb9989f34e6797aba77aaafb7d926119d2a58e52208bd2f,f79d44f430a93f430a86c1e63de10794a0e605dce6859e8815aa72a2a02f2efb
20260715_215237_front_fusion_ego_1863,speedsweep_veryfast,speedsweep,validation,staleness/metrics_logs/scenesense_runs/20260715_215237_front_fusion_ego_1863/streams/fusion_ego_1863_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_215237_front_fusion_ego_1863/streams/fusion_ego_1863_object_predictions.csv,de1357f3922d12e63a30e1052433c49aba20ffa469fb2cf36c12af4d99bcc918,c584f92833efad8cc5c7ac9aa626e00262f0d054dc6dabbd5db0908b45f6ca68
20260715_215923_front_fusion_ego_1973,speedsweep_s22,speedsweep,validation,staleness/metrics_logs/scenesense_runs/20260715_215923_front_fusion_ego_1973/streams/fusion_ego_1973_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_215923_front_fusion_ego_1973/streams/fusion_ego_1973_object_predictions.csv,b6fb5deea3e34701851ddf0ab0aa967c0c285ef536959693e203d8e52f30c229,f57b076ea07dd4f2741055100eca9f334f417939c142185da8fad019304ba58b
20260715_220042_front_fusion_ego_2065,speedsweep_s30,speedsweep,validation,staleness/metrics_logs/scenesense_runs/20260715_220042_front_fusion_ego_2065/streams/fusion_ego_2065_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_220042_front_fusion_ego_2065/streams/fusion_ego_2065_object_predictions.csv,c3fa1a3e13959533cb13ab1be0966cc5d36b7ff981b3ad960df21096cc0ef300,71d972812bff8cbef05686ad23b57d518ca0bce3604c0e759379721cce995393
20260715_221021_front_fusion_ego_2137,egofps_5,egofps,validation,staleness/metrics_logs/scenesense_runs/20260715_221021_front_fusion_ego_2137/streams/fusion_ego_2137_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_221021_front_fusion_ego_2137/streams/fusion_ego_2137_object_predictions.csv,a408ab7200ae0b2ad50c1794a8034c601bd0596e0f2a299680d29225e8741f9c,bf9bd3952d8250f87d3e8d4b91ee2cadb9054c8ac6a9c6bc645027c2422c6e1a
20260715_221102_front_fusion_ego_2237,egofps_10,egofps,validation,staleness/metrics_logs/scenesense_runs/20260715_221102_front_fusion_ego_2237/streams/fusion_ego_2237_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_221102_front_fusion_ego_2237/streams/fusion_ego_2237_object_predictions.csv,a5b15f2fb46d05cea09afe90b4ffed1de17bc038029ba490ae081968e089b0c8,24afd54cd10feb6f25d27f4164f834c666363aba2349ca8c08f6e7a39bf12308
20260715_221207_front_fusion_ego_2337,egofps_20,egofps,validation,staleness/metrics_logs/scenesense_runs/20260715_221207_front_fusion_ego_2337/streams/fusion_ego_2337_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_221207_front_fusion_ego_2337/streams/fusion_ego_2337_object_predictions.csv,d2bbdeb0fa0e82de72e009edc3e2f0afccef2eefaac6d2cc6e59463f570c48aa,e6d3eab0acc26c07179756bd6e0bddde2e154a5f1b456691031092a2eb7f7d62
20260715_221401_front_fusion_ego_2437,egofps_30,egofps,validation,staleness/metrics_logs/scenesense_runs/20260715_221401_front_fusion_ego_2437/streams/fusion_ego_2437_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_221401_front_fusion_ego_2437/streams/fusion_ego_2437_object_predictions.csv,a4b07a9d8840d25d5d4fd6f8541721dd3cd16b3faa5679d6c4bb3842359d9fb3,6caa3a9ab0b370b1c59199b4bda9236deba39cca66700a65a5169db5809d9b5c
20260715_234250_front_fusion_ego_2537,egofpsfast_5,egofpsfast,validation,staleness/metrics_logs/scenesense_runs/20260715_234250_front_fusion_ego_2537/streams/fusion_ego_2537_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_234250_front_fusion_ego_2537/streams/fusion_ego_2537_object_predictions.csv,0594540c448cbd7cdcb61162b2357e0afc96149b83f7c65026718dec66a100b0,1c22a483bd32d0bd675cebbfbbd6f9d9e62be38956d81cfad6d44591ca2b1391
20260715_234326_front_fusion_ego_2615,egofpsfast_10,egofpsfast,validation,staleness/metrics_logs/scenesense_runs/20260715_234326_front_fusion_ego_2615/streams/fusion_ego_2615_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_234326_front_fusion_ego_2615/streams/fusion_ego_2615_object_predictions.csv,ed117f34eb2bb1ac7b0851d9e6ae6de1badaca6951e046f00338ae6189edacf0,df5e0f4f50bf55e7260c83e1f5a819b96f8de29d557234f5fc097cfe47aba092
20260715_234426_front_fusion_ego_2693,egofpsfast_20,egofpsfast,validation,staleness/metrics_logs/scenesense_runs/20260715_234426_front_fusion_ego_2693/streams/fusion_ego_2693_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_234426_front_fusion_ego_2693/streams/fusion_ego_2693_object_predictions.csv,4aea2db96c9c09e24b57b9cc05bc56f388db7ad55f9cf11062f6fa45ae5c39a6,0228bd3dde32eeb1fe6a9842f0a220a94cc590f8b4d93f73cc12e5b616cdc418
20260715_234605_front_fusion_ego_2771,egofpsfast_30,egofpsfast,validation,staleness/metrics_logs/scenesense_runs/20260715_234605_front_fusion_ego_2771/streams/fusion_ego_2771_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260715_234605_front_fusion_ego_2771/streams/fusion_ego_2771_object_predictions.csv,367c9624bbc5f556b5665ed2f014b4c8743f9e39898ccac21a7c00c0e606ad78,20d448e5062d5194333fa464cb3e717976dc1051d7027cd8b3b664981b121a58
20260716_000109_front_fusion_ego_2849,convoy_ign_30mph,convoy_ign_30mph,train,staleness/metrics_logs/scenesense_runs/20260716_000109_front_fusion_ego_2849/streams/fusion_ego_2849_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260716_000109_front_fusion_ego_2849/streams/fusion_ego_2849_object_predictions.csv,6fc4634c32203585cf4ac92ba4866cda40ea71f64b8134259a1b7c7cf2f9bb9b,1fd8ec5e42d181d31c693077785256e6e0034cb3f93bd10c44438d044a35dab8
20260716_000743_front_fusion_ego_2853,ctrl_floor_30mph,ctrl_floor_30mph,train,staleness/metrics_logs/scenesense_runs/20260716_000743_front_fusion_ego_2853/streams/fusion_ego_2853_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260716_000743_front_fusion_ego_2853/streams/fusion_ego_2853_object_predictions.csv,943f7d00b519a033e233b203d8c9cabf96ad3b8fff54ac2916aeccd229a1a649,41249cfc3ae1ee7f79e928b20c0f28178142f541cf5e203433e52d01458aa47e
20260716_213618_front_fusion_ego_25,ctrl_movingego_200k,ctrl_movingego_200k,train,staleness/metrics_logs/scenesense_runs/20260716_213618_front_fusion_ego_25/streams/fusion_ego_25_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260716_213618_front_fusion_ego_25/streams/fusion_ego_25_object_predictions.csv,c39a281efcf8cf337815bde4ec7b07b76c04679132674cb8c4c16293ad3c25ee,84ea4d11169e0347f8bd70b22bce4805ee0bf7b34caed66326cee81d409b3d1f
20260716_214839_front_fusion_ego_117,ctrl_obeylight_200k,ctrl_obeylight_200k,test,staleness/metrics_logs/scenesense_runs/20260716_214839_front_fusion_ego_117/streams/fusion_ego_117_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260716_214839_front_fusion_ego_117/streams/fusion_ego_117_object_predictions.csv,52ad439e355a3d9eb2b612168a3524284420c507a4eb2324b0a18085f6fe8365,39ecd210a9b1566292096097662edd46f8bcfb8cb6acfb05b4d5758f90587932
20260716_215808_front_fusion_ego_209,ctrl_busylight_200k,ctrl_busylight_200k,test,staleness/metrics_logs/scenesense_runs/20260716_215808_front_fusion_ego_209/streams/fusion_ego_209_object_ground_truth.csv,staleness/metrics_logs/scenesense_runs/20260716_215808_front_fusion_ego_209/streams/fusion_ego_209_object_predictions.csv,cdd3f66689ed58c44ba7e67153f5fa6e91d5468f7b6b76bfe9328cb0499ae779,31093e072e957930c9d72cd7efcae0615d98d67593efc21c6a4dfb96a16a03d1
ACC_fast,speedsweep_fresh_fast,speedsweep,validation,staleness/uplink_only_latency_budget/fresh_run_20260730_000257/ACC_fast/front_metrics/streams/fusion_ego_4719_object_ground_truth.csv,staleness/uplink_only_latency_budget/fresh_run_20260730_000257/ACC_fast/front_metrics/streams/fusion_ego_4719_object_predictions.csv,612e17ad659f8960e51caf71f96c6b19607f0a1c4a4a90dee43c50094511c5e7,5fa9e2ef8aad95ea7429c29e0533ed03e4bb45e46b982f971215cc99374ce410
ACC_normal,speedsweep_fresh_normal,speedsweep,validation,staleness/uplink_only_latency_budget/fresh_run_20260730_000257/ACC_normal/front_metrics/streams/fusion_ego_4608_object_ground_truth.csv,staleness/uplink_only_latency_budget/fresh_run_20260730_000257/ACC_normal/front_metrics/streams/fusion_ego_4608_object_predictions.csv,d46685d1d45128e8e22d3bd648713d63f8be79e1f74a0dc8ce830133be12efe1,968fe30e1c1e047ed6f99a5d4b9d0f142732d745cd7db6ce660a41f5da2680f0
ACC_veryfast,speedsweep_fresh_veryfast,speedsweep,validation,staleness/uplink_only_latency_budget/fresh_run_20260730_000257/ACC_veryfast/front_metrics/streams/fusion_ego_4830_object_ground_truth.csv,staleness/uplink_only_latency_budget/fresh_run_20260730_000257/ACC_veryfast/front_metrics/streams/fusion_ego_4830_object_predictions.csv,77a7b3a9888fac0f05fb5063caf9de083ed1c4e5ff7a5fb81c82eb428c7e6e2e,fc73402b9b084b233297d9ef8829d7a581dffe0a975240d26a206860d2fac05e
