schema,design_id,suite_id,suite_label,split,group_id,matched_pair_id,geometry_or_route_id,geometry_or_route_status,hazard_class,closing_speed_band,time_to_hazard_band,traffic_density,traffic_density_status,ambient_population_mode,ambient_population_process_required,weather,renderer_quality_level,renderer_server_launch_flag,renderer_contract_role,carla_seed,traffic_seed,sensor_seed,raw_retention_tier,raw_window_duration_s,raw_window_anchor,confirmatory_locked,pair_contract_id,route_start_anchor_id,recipient_start_index,helper_start_index,recipient_route_sha256,helper_route_sha256,trajectory_id,scenario_role,controlled_hazard_present
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_low_long_r04,sa_curbside_bus_occluded_pedestrian_low_long_r04,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,677188008,595906541,502901861,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_low_long_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_low_long_r04,sa_curbside_bus_occluded_pedestrian_low_long_r04,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,677188008,595906541,502901861,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_low_long_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_curbside_bus_occluded_pedestrian_high_short_r00,sa_curbside_bus_occluded_pedestrian_high_short_r00,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1134623699,710480627,820385635,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_curbside_bus_occluded_pedestrian_high_short_r00,sa_curbside_bus_occluded_pedestrian_high_short_r00,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1134623699,710480627,820385635,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_curbside_bus_occluded_pedestrian_high_short_r01,sa_curbside_bus_occluded_pedestrian_high_short_r01,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1008007967,720235348,1855641814,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r01_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_curbside_bus_occluded_pedestrian_high_short_r01,sa_curbside_bus_occluded_pedestrian_high_short_r01,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1008007967,720235348,1855641814,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r01_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_short_r02,sa_curbside_bus_occluded_pedestrian_high_short_r02,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,284705785,1842858370,887587122,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r02_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_short_r02,sa_curbside_bus_occluded_pedestrian_high_short_r02,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,284705785,1842858370,887587122,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_short_r03,sa_curbside_bus_occluded_pedestrian_high_short_r03,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,351613549,340474839,1678663848,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_short_r03,sa_curbside_bus_occluded_pedestrian_high_short_r03,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,351613549,340474839,1678663848,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r03_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_short_r04,sa_curbside_bus_occluded_pedestrian_high_short_r04,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1356855129,549613973,1483018848,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_short_r04,sa_curbside_bus_occluded_pedestrian_high_short_r04,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1356855129,549613973,1483018848,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_short_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_curbside_bus_occluded_pedestrian_high_long_r00,sa_curbside_bus_occluded_pedestrian_high_long_r00,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,368366778,1556626685,262427983,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_curbside_bus_occluded_pedestrian_high_long_r00,sa_curbside_bus_occluded_pedestrian_high_long_r00,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,368366778,1556626685,262427983,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_curbside_bus_occluded_pedestrian_high_long_r01,sa_curbside_bus_occluded_pedestrian_high_long_r01,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1683152743,788291772,2098757922,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r01_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_curbside_bus_occluded_pedestrian_high_long_r01,sa_curbside_bus_occluded_pedestrian_high_long_r01,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1683152743,788291772,2098757922,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r01_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_long_r02,sa_curbside_bus_occluded_pedestrian_high_long_r02,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1867489806,1147021922,1804895170,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r02_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_long_r02,sa_curbside_bus_occluded_pedestrian_high_long_r02,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1867489806,1147021922,1804895170,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_long_r03,sa_curbside_bus_occluded_pedestrian_high_long_r03,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,594637378,766165871,464474182,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_long_r03,sa_curbside_bus_occluded_pedestrian_high_long_r03,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,594637378,766165871,464474182,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r03_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_long_r04,sa_curbside_bus_occluded_pedestrian_high_long_r04,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,907837052,966603746,856027506,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_curbside_bus_occluded_pedestrian_high_long_r04,sa_curbside_bus_occluded_pedestrian_high_long_r04,curbside_bus_occluded_pedestrian,reviewed_pilot_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,907837052,966603746,856027506,causal_lightweight_only,0.0,none,1,,,,,,,sa_curbside_bus_occluded_pedestrian_high_long_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_signalized_corner_occluded_pedestrian_low_short_r00,sa_signalized_corner_occluded_pedestrian_low_short_r00,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1447557847,251699536,109595478,inputs_plus_logits_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_signalized_corner_occluded_pedestrian_low_short_r00,sa_signalized_corner_occluded_pedestrian_low_short_r00,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1447557847,251699536,109595478,inputs_plus_logits_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_signalized_corner_occluded_pedestrian_low_short_r01,sa_signalized_corner_occluded_pedestrian_low_short_r01,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,905840727,574133451,866145299,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r01_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_signalized_corner_occluded_pedestrian_low_short_r01,sa_signalized_corner_occluded_pedestrian_low_short_r01,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,905840727,574133451,866145299,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r01_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_signalized_corner_occluded_pedestrian_low_short_r02,sa_signalized_corner_occluded_pedestrian_low_short_r02,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,336907712,1963948094,900910630,causal_lightweight_only,0.0,none,1,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r02_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_signalized_corner_occluded_pedestrian_low_short_r02,sa_signalized_corner_occluded_pedestrian_low_short_r02,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,336907712,1963948094,900910630,causal_lightweight_only,0.0,none,1,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_signalized_corner_occluded_pedestrian_low_short_r03,sa_signalized_corner_occluded_pedestrian_low_short_r03,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1019091558,1117881040,1140520364,causal_lightweight_only,0.0,none,1,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_signalized_corner_occluded_pedestrian_low_short_r03,sa_signalized_corner_occluded_pedestrian_low_short_r03,signalized_corner_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1019091558,1117881040,1140520364,causal_lightweight_only,0.0,none,1,,,,,,,sa_signalized_corner_occluded_pedestrian_low_short_r03_ben,matched_benign_negative,0
