episode_id,run_group,scenario_family,split,ground_truth_path,prediction_path,ground_truth_sha256,prediction_sha256
pcvv2_fast_tr01,policy_corpus_vehicle_v2__train__exact_fast__01,exact_fast_convoy,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr01/streams/fusion_ego_1118_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr01/streams/fusion_ego_1118_object_predictions.csv,99a67387f7de18d9b0a11bbec025fe01a0d3d71b691817b288a39a0ed82a2715,4cf7696e47d60328a9dad917f6c1d3ff59bdc88010c36b5bc139e242c88b0d4a
pcvv2_fast_tr02,policy_corpus_vehicle_v2__train__exact_fast__02,exact_fast_convoy,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr02/streams/fusion_ego_1122_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr02/streams/fusion_ego_1122_object_predictions.csv,2881d46747efc49e0fbcebaaedc7d7ea69316d882af1c2f5d39d2d098cca5720,52fc100cc9065b40513a49f8a8e6f1e44b01b3394b529b28bb39a07b6c38a18d
pcvv2_fast_tr03,policy_corpus_vehicle_v2__train__exact_fast__03,exact_fast_convoy,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr03/streams/fusion_ego_1126_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr03/streams/fusion_ego_1126_object_predictions.csv,4a9c4e00f63de10a0f902eac1d5d24f2b17d08ba12a53a376c242d7ccd3e731f,a4f6f84b4a4a10096b3344f5f3c30213b738c9b337c9c046e0d6ef2d4048fe93
pcvv2_fast_tr04,policy_corpus_vehicle_v2__train__exact_fast__04,exact_fast_convoy,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr04/streams/fusion_ego_1130_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_tr04/streams/fusion_ego_1130_object_predictions.csv,8e7d2638bf9dfe4cf08f3ea790eff124e18bb6086edf0095ef3c2dfdc79b7520,69b0cd0023c4f794893286d13bc6b7c33a67f1b5def1853d7690ddf13a771530
pcvv2_fast_va01,policy_corpus_vehicle_v2__validation__exact_fast__01,exact_fast_convoy,validation,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_va01/streams/fusion_ego_1134_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_va01/streams/fusion_ego_1134_object_predictions.csv,7b8e2d954d736b87ad091a4eed97bd391952877b2a95646991d09b03d2072f0f,d8dac8a483b4e0e54a023fd36f1cf78aa60fc9338a8797d445e12ce470134705
pcvv2_fast_va02,policy_corpus_vehicle_v2__validation__exact_fast__02,exact_fast_convoy,validation,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_va02/streams/fusion_ego_1138_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_fast_va02/streams/fusion_ego_1138_object_predictions.csv,59f8ad2af724f41b56a18cce919b89a657d9985a3f0b7babf4a111d86dab3a59,4f601df6ecd3b510400ba5393bc0b44f5088ea5447af4e6c5482fd7f496e1e8f
pcvv2_slow_te01,policy_corpus_vehicle_v2__test__slow__01,slow_urban,test,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_te01/streams/fusion_ego_232_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_te01/streams/fusion_ego_232_object_predictions.csv,fc860eeee7155502c3758a3b0ecb7a3fa3e4be8cd77a80f80929b858191fdbf6,8caae9e7bdd4778321c75277e1e4f89d064462d5e560d8c1819fa36cf024aef6
pcvv2_slow_te02,policy_corpus_vehicle_v2__test__slow__02,slow_urban,test,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_te02/streams/fusion_ego_259_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_te02/streams/fusion_ego_259_object_predictions.csv,bb0357b81182771e2a21d889f2d49b4f4be17ec400bf9c0c7c0477c635ebcbc9,771d1edb8c6024dec8b415f2e849162b758afa2581f3b2404aefefe94b4ff79f
pcvv2_slow_tr01,policy_corpus_vehicle_v2__train__slow__01,slow_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr01/streams/fusion_ego_71_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr01/streams/fusion_ego_71_object_predictions.csv,d1898cd5e0a78064b874842962c58ece75c661086b1d52dc4d3cc70d6f3c2147,481158bf0039a9e44c1bf687527914deb2203f71d79a67f9466a1566b2f8af61
pcvv2_slow_tr02,policy_corpus_vehicle_v2__train__slow__02,slow_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr02/streams/fusion_ego_98_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr02/streams/fusion_ego_98_object_predictions.csv,f011a6c18c4c8611b28c5ca83970b514d937e2110f24b04f918a21593a07da77,a5f62e92bc44cb7351fc239d07b72f7086fdcae8514be30ced3a99e23e74002a
pcvv2_slow_tr03,policy_corpus_vehicle_v2__train__slow__03,slow_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr03/streams/fusion_ego_125_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr03/streams/fusion_ego_125_object_predictions.csv,9c859609e8643278e0a6ffc39ef04362747b2a9066a01bb5baf5dc0ecd75d94e,41593d694b8e0023ac3c078399e4c29fb79da47df9f50820c3075c96276d44c5
pcvv2_slow_tr04,policy_corpus_vehicle_v2__train__slow__04,slow_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr04/streams/fusion_ego_152_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_tr04/streams/fusion_ego_152_object_predictions.csv,44dd78867b5cc41878c653a9ee381582804b7e2bbc918c431e6549fb2d7bd562,566610b7e95020759ef97140ede1770001062cceb9b1a7466e0865c469573a23
pcvv2_slow_va01,policy_corpus_vehicle_v2__validation__slow__01,slow_urban,validation,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_va01/streams/fusion_ego_178_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_va01/streams/fusion_ego_178_object_predictions.csv,ba506705ac9f870b0bfbbb9d055810621e77a831d94312852cc39e2f5443a10a,d8208939c7d1f849e5a1dd8530bab7dab91f89376eb3ce98b4c7294b4b0935e6
pcvv2_slow_va02,policy_corpus_vehicle_v2__validation__slow__02,slow_urban,validation,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_va02/streams/fusion_ego_205_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_slow_va02/streams/fusion_ego_205_object_predictions.csv,c4073c0c5c2f684d97dd686ed0de3d3b5bfd286fc257e2be5a16f9f675260857,7a036e2016543feff5d16e65ccf3f6eacc9ea4c22b6a2f69103561d2e51fc6bc
pcvv2_typical_te01,policy_corpus_vehicle_v2__test__typical__01,typical_urban,test,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_te01/streams/fusion_ego_538_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_te01/streams/fusion_ego_538_object_predictions.csv,0275c67805edf7473d09f97fc4ec700a9d52e76acd71db9c947027047293aa6a,2e4d4bcc0e90b365ee2bdb83d5fe6ce465391a7582b6d86fce874026f95ca240
pcvv2_typical_te02,policy_corpus_vehicle_v2__test__typical__02,typical_urban,test,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_te02/streams/fusion_ego_579_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_te02/streams/fusion_ego_579_object_predictions.csv,ff44e01fc65dda4e140168a71eb3d282527b4a8eb5e08e1221f0014421deca10,a53d5f6deb19aab45c60cc7b58df41a5ccd16141f13758d27c5d3c9f9e9dcb6e
pcvv2_typical_tr01,policy_corpus_vehicle_v2__train__typical__01,typical_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr01/streams/fusion_ego_285_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr01/streams/fusion_ego_285_object_predictions.csv,01e7f37e7d68356dd895275c85c19c2f821655eb6ffb69689c8700ed41ddef85,a527f06dd7b04d2c843ddfb60b818d6d3a95daad7dfc9292d82be02873857d5c
pcvv2_typical_tr02,policy_corpus_vehicle_v2__train__typical__02,typical_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr02/streams/fusion_ego_327_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr02/streams/fusion_ego_327_object_predictions.csv,032231a18382024e0a51ae24a707e0b9e96d62bdb37044270fcf3f1a4d2bfafa,e83d2504418191f432a5aaca3bdaab1d3be0aaf4e5f67fd24fbad00bd1d42b3b
pcvv2_typical_tr03,policy_corpus_vehicle_v2__train__typical__03,typical_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr03/streams/fusion_ego_370_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr03/streams/fusion_ego_370_object_predictions.csv,3bd0fe5e8cb02e5716be05d5a72a209a16144ff7607ac65ff421a87517212502,e8971b2764732664ea093bfb9554c79f470f47492c27f58e987b024efd40e7a9
pcvv2_typical_tr04,policy_corpus_vehicle_v2__train__typical__04,typical_urban,train,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr04/streams/fusion_ego_411_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_tr04/streams/fusion_ego_411_object_predictions.csv,172bdcf33f8d5994d94fd640c22909c8f4fd01503445867c5c363ebc1445ce7a,da1310cb0dff0362895f3feb56916f0eb4e7d6d4bbdad0c8d3d07ad9eed36329
pcvv2_typical_va01,policy_corpus_vehicle_v2__validation__typical__01,typical_urban,validation,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_va01/streams/fusion_ego_453_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_va01/streams/fusion_ego_453_object_predictions.csv,72b331416ecd8e8be99b72745c5910c6746b1d02b04879dbe069604811ec4dc0,78d6239891244f43de3c0dfb222c3e166da2310266ec67537bff1bd2997a0ef3
pcvv2_typical_va02,policy_corpus_vehicle_v2__validation__typical__02,typical_urban,validation,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_va02/streams/fusion_ego_496_object_ground_truth.csv,data_collection/experiments/policy_corpus_vehicle_v2/20260811_110400_full/runs/pcvv2_typical_va02/streams/fusion_ego_496_object_predictions.csv,2c1f6782695d85ae0c0221d138395706b71a69c19be722617adfe07660be70ea,3ad2b95079a36ec9463975e11e3005638690a31daba1d1133f2a5f5de79ffecc
